기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
2017,1,D,발달상권,1001044,양재역_3,35,321,138,38,40,5,51,185,121,62,76,3,44,65,243976439
2017,4,D,발달상권,1001043,동작구 총신대입구역_2,8,590,210,23,,,8,281,160,11,223,117,23,62,367464312
2017,3,D,발달상권,1001043,동작구 총신대입구역_2,8,590,210,23,,,8,281,160,11,223,117,23,62,367464312
2017,2,D,발달상권,1001043,동작구 총신대입구역_2,8,590,210,23,,,8,281,160,11,223,117,23,62,367464312
2017,1,D,발달상권,1001043,동작구 총신대입구역_2,8,590,210,23,,,8,281,160,11,223,117,23,62,367464312
2017,4,D,발달상권,1001042,서울 서초구 남부터미널역_3,8,75,22,18,4,,41,34,2,30,8,4,,73,280465165
2017,3,D,발달상권,1001042,서울 서초구 남부터미널역_3,8,75,22,18,4,,41,34,2,30,8,4,,73,280465165
2017,2,D,발달상권,1001042,서울 서초구 남부터미널역_3,8,75,22,18,4,,41,34,2,30,8,4,,73,280465165
2017,1,D,발달상권,1001042,서울 서초구 남부터미널역_3,8,75,22,18,4,,41,34,2,30,8,4,,73,280465165
2017,4,D,발달상권,1001040,서울 관악구 신림역_3,6,211,,,,,206,5,,,,,,18,72684135
2017,3,D,발달상권,1001040,서울 관악구 신림역_3,6,211,,,,,206,5,,,,,,18,72684135
2017,2,D,발달상권,1001040,서울 관악구 신림역_3,6,211,,,,,206,5,,,,,,18,72684135
2017,1,D,발달상권,1001040,서울 관악구 신림역_3,6,211,,,,,206,5,,,,,,18,72684135
2017,4,D,발달상권,1001039,서울 서초구 남부터미널역_2,3,490,,1,,,,434,56,1,,,,53,210531602
2017,3,D,발달상권,1001039,서울 서초구 남부터미널역_2,3,490,,1,,,,434,56,1,,,,53,210531602
2017,2,D,발달상권,1001039,서울 서초구 남부터미널역_2,3,490,,1,,,,434,56,1,,,,53,210531602
2017,1,D,발달상권,1001039,서울 서초구 남부터미널역_2,3,490,,1,,,,434,56,1,,,,53,210531602
2017,4,D,발달상권,1001038,구로디지탈1단지,10,45,,,,,45,,,,,,,37,53998810
2017,3,D,발달상권,1001038,구로디지탈1단지,10,45,,,,,45,,,,,,,37,53998810
2017,2,D,발달상권,1001038,구로디지탈1단지,10,45,,,,,45,,,,,,,37,53998810
2017,1,D,발달상권,1001038,구로디지탈1단지,10,45,,,,,45,,,,,,,37,53998810
2017,4,D,발달상권,1001037,양재역,24,231,160,102,2,4,11,102,115,154,19,94,4,59,248333408
2017,3,D,발달상권,1001037,양재역,24,231,160,102,2,4,11,102,115,154,19,94,4,59,248333408
2017,2,D,발달상권,1001037,양재역,24,231,160,102,2,4,11,102,115,154,19,94,4,59,248333408
2017,1,D,발달상권,1001037,양재역,24,231,160,102,2,4,11,102,115,154,19,94,4,59,248333408
2017,4,D,발달상권,1001036,문정역,9,63,9,2,,,22,34,16,2,,,,55,181852954
2017,3,D,발달상권,1001036,문정역,9,63,9,2,,,22,34,16,2,,,,55,181852954
2017,2,D,발달상권,1001036,문정역,9,63,9,2,,,22,34,16,2,,,,55,181852954
2017,1,D,발달상권,1001036,문정역,9,63,9,2,,,22,34,16,2,,,,55,181852954
2017,4,D,발달상권,1001035,매봉역,8,22,51,7,5,,,9,20,25,22,6,3,81,348110935
2017,3,D,발달상권,1001035,매봉역,8,22,51,7,5,,,9,20,25,22,6,3,81,348110935
2017,2,D,발달상권,1001035,매봉역,8,22,51,7,5,,,9,20,25,22,6,3,81,348110935
2017,1,D,발달상권,1001035,매봉역,8,22,51,7,5,,,9,20,25,22,6,3,81,348110935
2017,4,D,발달상권,1001034,서울 서초구 방배역,19,180,67,12,,,2,61,75,86,35,,,57,244205038
2017,3,D,발달상권,1001034,서울 서초구 방배역,19,180,67,12,,,2,61,75,86,35,,,57,244205038
2017,2,D,발달상권,1001034,서울 서초구 방배역,19,180,67,12,,,2,61,75,86,35,,,57,244205038
2017,1,D,발달상권,1001034,서울 서초구 방배역,19,180,67,12,,,2,61,75,86,35,,,57,244205038
2017,4,D,발달상권,1001033,서울 서초구 남부터미널역_1,6,26,136,16,169,27,,4,24,97,24,,225,100,451000628
2017,3,D,발달상권,1001033,서울 서초구 남부터미널역_1,6,26,136,16,169,27,,4,24,97,24,,225,100,451000628
2017,2,D,발달상권,1001033,서울 서초구 남부터미널역_1,6,26,136,16,169,27,,4,24,97,24,,225,100,451000628
2017,1,D,발달상권,1001033,서울 서초구 남부터미널역_1,6,26,136,16,169,27,,4,24,97,24,,225,100,451000628
2017,4,D,발달상권,1001032,서울 관악구 신림역_2,9,64,71,32,1,4,46,32,39,31,20,,4,69,171348632
2017,3,D,발달상권,1001032,서울 관악구 신림역_2,9,64,71,32,1,4,46,32,39,31,20,,4,69,171348632
2017,2,D,발달상권,1001032,서울 관악구 신림역_2,9,64,71,32,1,4,46,32,39,31,20,,4,69,171348632
2017,1,D,발달상권,1001032,서울 관악구 신림역_2,9,64,71,32,1,4,46,32,39,31,20,,4,69,171348632
2017,4,D,발달상권,1001031,서울 관악구 신림역_1,1,86,,,,,86,,,,,,,13,95511628
2017,3,D,발달상권,1001031,서울 관악구 신림역_1,1,86,,,,,86,,,,,,,13,95511628
2017,2,D,발달상권,1001031,서울 관악구 신림역_1,1,86,,,,,86,,,,,,,13,95511628
2017,1,D,발달상권,1001031,서울 관악구 신림역_1,1,86,,,,,86,,,,,,,13,95511628
2017,4,D,발달상권,1001030,양재역_2,12,67,119,2,2,,7,45,18,2,62,56,,59,258233043
2017,3,D,발달상권,1001030,양재역_2,12,67,119,2,2,,7,45,18,2,62,56,,59,258233043
2017,2,D,발달상권,1001030,양재역_2,12,67,119,2,2,,7,45,18,2,62,56,,59,258233043
2017,1,D,발달상권,1001030,양재역_2,12,67,119,2,2,,7,45,18,2,62,56,,59,258233043
2017,4,D,발달상권,1001028,서울 관악구 서울대입구역_2,1,4,,,,,,4,,,,,,57,161250000
2017,3,D,발달상권,1001028,서울 관악구 서울대입구역_2,1,4,,,,,,4,,,,,,57,161250000
2017,2,D,발달상권,1001028,서울 관악구 서울대입구역_2,1,4,,,,,,4,,,,,,57,161250000
2017,1,D,발달상권,1001028,서울 관악구 서울대입구역_2,1,4,,,,,,4,,,,,,57,161250000
2017,4,D,발달상권,1001027,가산디지털단지역_3,2,398,,,,,299,98,1,,,,,14,98684926
2017,3,D,발달상권,1001027,가산디지털단지역_3,2,398,,,,,299,98,1,,,,,14,98684926
2017,2,D,발달상권,1001027,가산디지털단지역_3,2,398,,,,,299,98,1,,,,,14,98684926
2017,1,D,발달상권,1001027,가산디지털단지역_3,2,398,,,,,299,98,1,,,,,14,98684926
2017,4,D,발달상권,1001026,구로디지털단지역,5,54,6,2,2,,4,56,,,1,3,,69,268245370
2017,3,D,발달상권,1001026,구로디지털단지역,5,54,6,2,2,,4,56,,,1,3,,69,268245370
2017,2,D,발달상권,1001026,구로디지털단지역,5,54,6,2,2,,4,56,,,1,3,,69,268245370
2017,1,D,발달상권,1001026,구로디지털단지역,5,54,6,2,2,,4,56,,,1,3,,69,268245370
2017,4,D,발달상권,1001025,서울 관악구 서울대입구역_1,29,902,135,28,,,200,672,61,117,13,2,,48,165464263
2017,3,D,발달상권,1001025,서울 관악구 서울대입구역_1,29,902,135,28,,,200,672,61,117,13,2,,48,165464263
2017,2,D,발달상권,1001025,서울 관악구 서울대입구역_1,29,902,135,28,,,200,672,61,117,13,2,,48,165464263
2017,1,D,발달상권,1001025,서울 관악구 서울대입구역_1,29,902,135,28,,,200,672,61,117,13,2,,48,165464263
2017,4,D,발달상권,1001024,관악구 사당역_1,14,68,108,28,1,,11,31,33,14,30,86,,64,289487163
2017,3,D,발달상권,1001024,관악구 사당역_1,14,68,108,28,1,,11,31,33,14,30,86,,64,289487163
2017,2,D,발달상권,1001024,관악구 사당역_1,14,68,108,28,1,,11,31,33,14,30,86,,64,289487163
2017,1,D,발달상권,1001024,관악구 사당역_1,14,68,108,28,1,,11,31,33,14,30,86,,64,289487163
2017,4,D,발달상권,1001023,가산디지털단지역_2,3,76,99,,,,36,139,,,,,,43,96825540
2017,3,D,발달상권,1001023,가산디지털단지역_2,3,76,99,,,,36,139,,,,,,43,96825540
2017,2,D,발달상권,1001023,가산디지털단지역_2,3,76,99,,,,36,139,,,,,,43,96825540
2017,1,D,발달상권,1001023,가산디지털단지역_2,3,76,99,,,,36,139,,,,,,43,96825540
2017,4,D,발달상권,1001022,관악구 사당역_2,3,79,,,,,71,,8,,,,,32,127090909
2017,3,D,발달상권,1001022,관악구 사당역_2,3,79,,,,,71,,8,,,,,32,127090909
2017,2,D,발달상권,1001022,관악구 사당역_2,3,79,,,,,71,,8,,,,,32,127090909
2017,1,D,발달상권,1001022,관악구 사당역_2,3,79,,,,,71,,8,,,,,32,127090909
2017,4,D,발달상권,1001019,포이사거리_1,1,15,1,,,,6,9,1,,,,,29,112750000
2017,3,D,발달상권,1001019,포이사거리_1,1,15,1,,,,6,9,1,,,,,29,112750000
2017,2,D,발달상권,1001019,포이사거리_1,1,15,1,,,,6,9,1,,,,,29,112750000
2017,1,D,발달상권,1001019,포이사거리_1,1,15,1,,,,6,9,1,,,,,29,112750000
2017,4,D,발달상권,1001018,포이사거리_2,24,154,65,,,1,3,82,83,51,,1,,57,240362903
2017,3,D,발달상권,1001018,포이사거리_2,24,154,65,,,1,3,82,83,51,,1,,57,240362903
2017,2,D,발달상권,1001018,포이사거리_2,24,154,65,,,1,3,82,83,51,,1,,57,240362903
2017,1,D,발달상권,1001018,포이사거리_2,24,154,65,,,1,3,82,83,51,,1,,57,240362903
2017,4,D,발달상권,1001017,관악구 사당역_3,2,8,12,,,,,,20,,,,,70,244791667
2017,3,D,발달상권,1001017,관악구 사당역_3,2,8,12,,,,,,20,,,,,70,244791667
2017,2,D,발달상권,1001017,관악구 사당역_3,2,8,12,,,,,,20,,,,,70,244791667
2017,1,D,발달상권,1001017,관악구 사당역_3,2,8,12,,,,,,20,,,,,70,244791667
2017,4,D,발달상권,1001016,서울 관악구 대학동_1,3,41,,,,,15,11,15,,,,,52,125553333
2017,3,D,발달상권,1001016,서울 관악구 대학동_1,3,41,,,,,15,11,15,,,,,52,125553333
2017,2,D,발달상권,1001016,서울 관악구 대학동_1,3,41,,,,,15,11,15,,,,,52,125553333
2017,1,D,발달상권,1001016,서울 관악구 대학동_1,3,41,,,,,15,11,15,,,,,52,125553333
2017,4,D,발달상권,1001015,서울 금천구 독산1동_1,7,72,2,,,,43,31,,,,,,39,96547959
2017,3,D,발달상권,1001015,서울 금천구 독산1동_1,7,72,2,,,,43,31,,,,,,39,96547959
2017,2,D,발달상권,1001015,서울 금천구 독산1동_1,7,72,2,,,,43,31,,,,,,39,96547959
2017,1,D,발달상권,1001015,서울 금천구 독산1동_1,7,72,2,,,,43,31,,,,,,39,96547959
2017,4,D,발달상권,1001013,양재 화물트럭터미널앞_2,5,241,123,51,6,,,11,9,233,117,3,48,80,341857540
2017,3,D,발달상권,1001013,양재 화물트럭터미널앞_2,5,241,123,51,6,,,11,9,233,117,3,48,80,341857540
2017,2,D,발달상권,1001013,양재 화물트럭터미널앞_2,5,241,123,51,6,,,11,9,233,117,3,48,80,341857540
2017,1,D,발달상권,1001013,양재 화물트럭터미널앞_2,5,241,123,51,6,,,11,9,233,117,3,48,80,341857540
2017,4,D,발달상권,1001011,서울 금천구 시흥1동_4,9,125,10,17,2,,81,54,19,,,,,54,122148606
2017,3,D,발달상권,1001011,서울 금천구 시흥1동_4,9,125,10,17,2,,81,54,19,,,,,54,122148606
2017,2,D,발달상권,1001011,서울 금천구 시흥1동_4,9,125,10,17,2,,81,54,19,,,,,54,122148606
2017,1,D,발달상권,1001011,서울 금천구 시흥1동_4,9,125,10,17,2,,81,54,19,,,,,54,122148606
2017,4,A,골목상권,1001010,풍성로37가길,37,277,45,,,,81,202,37,2,,,,49,137848228
2017,3,A,골목상권,1001010,풍성로37가길,37,277,45,,,,81,202,37,2,,,,49,137848228
2017,2,A,골목상권,1001010,풍성로37가길,37,277,45,,,,81,202,37,2,,,,49,137848228
2017,1,A,골목상권,1001010,풍성로37가길,37,277,45,,,,81,202,37,2,,,,49,137848228
2017,4,A,골목상권,1001009,천호옛길,43,341,63,2,3,,74,250,81,4,,,,51,151204533
2017,3,A,골목상권,1001009,천호옛길,43,341,63,2,3,,74,250,81,4,,,,51,151204533
2017,2,A,골목상권,1001009,천호옛길,43,341,63,2,3,,74,250,81,4,,,,51,151204533
2017,1,A,골목상권,1001009,천호옛길,43,341,63,2,3,,74,250,81,4,,,,51,151204533
2017,4,A,골목상권,1001008,천호옛14길,18,116,77,,,,44,44,44,61,,,,52,160220749
2017,3,A,골목상권,1001008,천호옛14길,18,116,77,,,,44,44,44,61,,,,52,160220749
2017,2,A,골목상권,1001008,천호옛14길,18,116,77,,,,44,44,44,61,,,,52,160220749
2017,1,A,골목상권,1001008,천호옛14길,18,116,77,,,,44,44,44,61,,,,52,160220749
2017,4,A,골목상권,1001007,천호대로219길,34,190,22,,,,39,155,18,,,,,50,140251050
2017,3,A,골목상권,1001007,천호대로219길,34,190,22,,,,39,155,18,,,,,50,140251050
2017,2,A,골목상권,1001007,천호대로219길,34,190,22,,,,39,155,18,,,,,50,140251050
2017,1,A,골목상권,1001007,천호대로219길,34,190,22,,,,39,155,18,,,,,50,140251050
2017,4,A,골목상권,1001006,천호대로197길,39,386,542,108,,,57,269,440,206,64,,,55,163971017
2017,3,A,골목상권,1001006,천호대로197길,39,386,542,108,,,57,269,440,206,64,,,55,163971017
2017,2,A,골목상권,1001006,천호대로197길,39,386,542,108,,,57,269,440,206,64,,,55,163971017
2017,1,A,골목상권,1001006,천호대로197길,39,386,542,108,,,57,269,440,206,64,,,55,163971017
2017,4,A,골목상권,1001005,천호대로187길,47,284,204,5,,1,112,274,107,1,,,,54,142078875
2017,3,A,골목상권,1001005,천호대로187길,47,284,204,5,,1,112,274,107,1,,,,54,142078875
2017,2,A,골목상권,1001005,천호대로187길,47,284,204,5,,1,112,274,107,1,,,,54,142078875
2017,1,A,골목상권,1001005,천호대로187길,47,284,204,5,,1,112,274,107,1,,,,54,142078875
2017,4,A,골목상권,1001004,천호대로170길,73,712,212,43,,19,168,422,199,171,26,,,50,152023098
2017,3,A,골목상권,1001004,천호대로170길,73,712,212,43,,19,168,422,199,171,26,,,50,152023098
2017,2,A,골목상권,1001004,천호대로170길,73,712,212,43,,19,168,422,199,171,26,,,50,152023098
2017,1,A,골목상권,1001004,천호대로170길,73,712,212,43,,19,168,422,199,171,26,,,50,152023098
2017,4,A,골목상권,1001003,천호대로162길,13,115,321,24,,,5,54,111,290,,,,63,227297096
2017,3,A,골목상권,1001003,천호대로162길,13,115,321,24,,,5,54,111,290,,,,63,227297096
2017,2,A,골목상권,1001003,천호대로162길,13,115,321,24,,,5,54,111,290,,,,63,227297096
2017,1,A,골목상권,1001003,천호대로162길,13,115,321,24,,,5,54,111,290,,,,63,227297096
2017,4,A,골목상권,1001002,천중로51길,59,384,450,8,15,4,95,354,371,37,4,,,60,159631830
2017,3,A,골목상권,1001002,천중로51길,59,384,450,8,15,4,95,354,371,37,4,,,60,159631830
2017,2,A,골목상권,1001002,천중로51길,59,384,450,8,15,4,95,354,371,37,4,,,60,159631830
2017,1,A,골목상권,1001002,천중로51길,59,384,450,8,15,4,95,354,371,37,4,,,60,159631830
2017,4,A,골목상권,1001001,천중로39길,111,796,695,34,2,,152,697,649,29,,,,55,155943185
2017,3,A,골목상권,1001001,천중로39길,111,796,695,34,2,,152,697,649,29,,,,55,155943185
2017,2,A,골목상권,1001001,천중로39길,111,796,695,34,2,,152,697,649,29,,,,55,155943185
2017,1,A,골목상권,1001001,천중로39길,111,796,695,34,2,,152,697,649,29,,,,55,155943185
2017,4,A,골목상권,1001000,진황도로47길,30,258,62,3,1,,122,183,18,1,,,,48,126680977
2017,3,A,골목상권,1001000,진황도로47길,30,258,62,3,1,,122,183,18,1,,,,48,126680977
2017,2,A,골목상권,1001000,진황도로47길,30,258,62,3,1,,122,183,18,1,,,,48,126680977
2017,1,A,골목상권,1001000,진황도로47길,30,258,62,3,1,,122,183,18,1,,,,48,126680977
2017,4,A,골목상권,1000999,진황도로27길,27,542,267,143,,,41,213,436,262,,,,54,176220395
2017,3,A,골목상권,1000999,진황도로27길,27,542,267,143,,,41,213,436,262,,,,54,176220395
2017,2,A,골목상권,1000999,진황도로27길,27,542,267,143,,,41,213,436,262,,,,54,176220395
2017,1,A,골목상권,1000999,진황도로27길,27,542,267,143,,,41,213,436,262,,,,54,176220395
2017,4,A,골목상권,1000998,올림픽로98길,46,468,82,12,,,76,356,129,1,,,,48,143078936
2017,3,A,골목상권,1000998,올림픽로98길,46,468,82,12,,,76,356,129,1,,,,48,143078936
2017,2,A,골목상권,1000998,올림픽로98길,46,468,82,12,,,76,356,129,1,,,,48,143078936
2017,1,A,골목상권,1000998,올림픽로98길,46,468,82,12,,,76,356,129,1,,,,48,143078936
2017,4,A,골목상권,1000997,올림픽로80길,7,59,9,,,,,43,23,2,,,,52,194826543
2017,3,A,골목상권,1000997,올림픽로80길,7,59,9,,,,,43,23,2,,,,52,194826543
2017,2,A,골목상권,1000997,올림픽로80길,7,59,9,,,,,43,23,2,,,,52,194826543
2017,1,A,골목상권,1000997,올림픽로80길,7,59,9,,,,,43,23,2,,,,52,194826543
2017,4,A,골목상권,1000996,올림픽로78길,12,48,87,6,1,,9,29,67,36,1,,,67,238090589
2017,3,A,골목상권,1000996,올림픽로78길,12,48,87,6,1,,9,29,67,36,1,,,67,238090589
2017,2,A,골목상권,1000996,올림픽로78길,12,48,87,6,1,,9,29,67,36,1,,,67,238090589
2017,1,A,골목상권,1000996,올림픽로78길,12,48,87,6,1,,9,29,67,36,1,,,67,238090589
2017,4,A,골목상권,1000995,올림픽로77길,43,237,83,1,1,,5,133,157,27,,,,54,206641953
2017,3,A,골목상권,1000995,올림픽로77길,43,237,83,1,1,,5,133,157,27,,,,54,206641953
2017,2,A,골목상권,1000995,올림픽로77길,43,237,83,1,1,,5,133,157,27,,,,54,206641953
2017,1,A,골목상권,1000995,올림픽로77길,43,237,83,1,1,,5,133,157,27,,,,54,206641953
2017,4,A,골목상권,1000994,올림픽로71길,16,91,11,1,,,4,81,17,1,,,,54,169902652
2017,3,A,골목상권,1000994,올림픽로71길,16,91,11,1,,,4,81,17,1,,,,54,169902652
2017,2,A,골목상권,1000994,올림픽로71길,16,91,11,1,,,4,81,17,1,,,,54,169902652
2017,1,A,골목상권,1000994,올림픽로71길,16,91,11,1,,,4,81,17,1,,,,54,169902652
2017,4,A,골목상권,1000993,올림픽로48길,35,209,155,1,1,,35,198,97,36,,,,60,176686206
2017,3,A,골목상권,1000993,올림픽로48길,35,209,155,1,1,,35,198,97,36,,,,60,176686206
2017,2,A,골목상권,1000993,올림픽로48길,35,209,155,1,1,,35,198,97,36,,,,60,176686206
2017,1,A,골목상권,1000993,올림픽로48길,35,209,155,1,1,,35,198,97,36,,,,60,176686206
2017,4,A,골목상권,1000992,양재대로96길,33,471,426,34,,,54,119,470,255,33,,,59,185300941
2017,3,A,골목상권,1000992,양재대로96길,33,471,426,34,,,54,119,470,255,33,,,59,185300941
2017,2,A,골목상권,1000992,양재대로96길,33,471,426,34,,,54,119,470,255,33,,,59,185300941
2017,1,A,골목상권,1000992,양재대로96길,33,471,426,34,,,54,119,470,255,33,,,59,185300941
2017,4,A,골목상권,1000991,양재대로95길,69,519,180,5,,,111,368,170,55,,,,52,149566301
2017,3,A,골목상권,1000991,양재대로95길,69,519,180,5,,,111,368,170,55,,,,52,149566301
2017,2,A,골목상권,1000991,양재대로95길,69,519,180,5,,,111,368,170,55,,,,52,149566301
2017,1,A,골목상권,1000991,양재대로95길,69,519,180,5,,,111,368,170,55,,,,52,149566301
2017,4,A,골목상권,1000990,양재대로91길,54,458,335,3,1,1,111,192,307,186,2,,,57,155651958
2017,3,A,골목상권,1000990,양재대로91길,54,458,335,3,1,1,111,192,307,186,2,,,57,155651958
2017,2,A,골목상권,1000990,양재대로91길,54,458,335,3,1,1,111,192,307,186,2,,,57,155651958
2017,1,A,골목상권,1000990,양재대로91길,54,458,335,3,1,1,111,192,307,186,2,,,57,155651958
2017,4,A,골목상권,1000989,양재대로133길,79,502,461,11,1,,174,401,394,6,,,,54,148942060
2017,3,A,골목상권,1000989,양재대로133길,79,502,461,11,1,,174,401,394,6,,,,54,148942060
2017,2,A,골목상권,1000989,양재대로133길,79,502,461,11,1,,174,401,394,6,,,,54,148942060
2017,1,A,골목상권,1000989,양재대로133길,79,502,461,11,1,,174,401,394,6,,,,54,148942060
2017,4,A,골목상권,1000988,양재대로124길,56,407,291,35,7,,116,350,263,10,1,,,54,138824155
2017,3,A,골목상권,1000988,양재대로124길,56,407,291,35,7,,116,350,263,10,1,,,54,138824155
2017,2,A,골목상권,1000988,양재대로124길,56,407,291,35,7,,116,350,263,10,1,,,54,138824155
2017,1,A,골목상권,1000988,양재대로124길,56,407,291,35,7,,116,350,263,10,1,,,54,138824155
2017,4,A,골목상권,1000987,양재대로116길,23,305,60,34,,,150,115,109,25,,,,47,112302132
2017,3,A,골목상권,1000987,양재대로116길,23,305,60,34,,,150,115,109,25,,,,47,112302132
2017,2,A,골목상권,1000987,양재대로116길,23,305,60,34,,,150,115,109,25,,,,47,112302132
2017,1,A,골목상권,1000987,양재대로116길,23,305,60,34,,,150,115,109,25,,,,47,112302132
2017,4,A,골목상권,1000986,양재대로101길,131,1019,269,6,3,,273,783,187,54,,,,48,147075578
2017,3,A,골목상권,1000986,양재대로101길,131,1019,269,6,3,,273,783,187,54,,,,48,147075578
2017,2,A,골목상권,1000986,양재대로101길,131,1019,269,6,3,,273,783,187,54,,,,48,147075578
2017,1,A,골목상권,1000986,양재대로101길,131,1019,269,6,3,,273,783,187,54,,,,48,147075578
2017,4,A,골목상권,1000985,암사길,126,1047,220,15,,,263,822,196,1,,,,50,141649875
2017,3,A,골목상권,1000985,암사길,126,1047,220,15,,,263,822,196,1,,,,50,141649875
2017,2,A,골목상권,1000985,암사길,126,1047,220,15,,,263,822,196,1,,,,50,141649875
2017,1,A,골목상권,1000985,암사길,126,1047,220,15,,,263,822,196,1,,,,50,141649875
2017,4,A,골목상권,1000984,성안로3길,87,607,426,23,2,,101,519,356,80,2,,,60,167551777
2017,3,A,골목상권,1000984,성안로3길,87,607,426,23,2,,101,519,356,80,2,,,60,167551777
2017,2,A,골목상권,1000984,성안로3길,87,607,426,23,2,,101,519,356,80,2,,,60,167551777
2017,1,A,골목상권,1000984,성안로3길,87,607,426,23,2,,101,519,356,80,2,,,60,167551777
2017,4,A,골목상권,1000983,성내로5길,34,347,532,93,2,,60,115,246,309,210,34,,60,199060758
2017,3,A,골목상권,1000983,성내로5길,34,347,532,93,2,,60,115,246,309,210,34,,60,199060758
2017,2,A,골목상권,1000983,성내로5길,34,347,532,93,2,,60,115,246,309,210,34,,60,199060758
2017,1,A,골목상권,1000983,성내로5길,34,347,532,93,2,,60,115,246,309,210,34,,60,199060758
2017,4,A,골목상권,1000982,상일로5길,14,82,6,,,,15,69,4,,,,,47,131119048
2017,3,A,골목상권,1000982,상일로5길,14,82,6,,,,15,69,4,,,,,47,131119048
2017,2,A,골목상권,1000982,상일로5길,14,82,6,,,,15,69,4,,,,,47,131119048
2017,1,A,골목상권,1000982,상일로5길,14,82,6,,,,15,69,4,,,,,47,131119048
2017,4,A,골목상권,1000981,상암로5길,24,312,172,3,,,108,63,74,197,45,,,50,151381800
2017,3,A,골목상권,1000981,상암로5길,24,312,172,3,,,108,63,74,197,45,,,50,151381800
2017,2,A,골목상권,1000981,상암로5길,24,312,172,3,,,108,63,74,197,45,,,50,151381800
2017,1,A,골목상권,1000981,상암로5길,24,312,172,3,,,108,63,74,197,45,,,50,151381800
2017,4,A,골목상권,1000980,상암로51길,34,321,338,4,,,73,152,273,165,,,,55,148443498
2017,3,A,골목상권,1000980,상암로51길,34,321,338,4,,,73,152,273,165,,,,55,148443498
2017,2,A,골목상권,1000980,상암로51길,34,321,338,4,,,73,152,273,165,,,,55,148443498
2017,1,A,골목상권,1000980,상암로51길,34,321,338,4,,,73,152,273,165,,,,55,148443498
2017,4,A,골목상권,1000979,상암로4길,59,514,107,3,1,,138,364,122,1,,,,48,152424233
2017,3,A,골목상권,1000979,상암로4길,59,514,107,3,1,,138,364,122,1,,,,48,152424233
2017,2,A,골목상권,1000979,상암로4길,59,514,107,3,1,,138,364,122,1,,,,48,152424233
2017,1,A,골목상권,1000979,상암로4길,59,514,107,3,1,,138,364,122,1,,,,48,152424233
2017,4,A,골목상권,1000978,상암로14길,54,515,376,27,1,,98,283,281,257,,,,54,160811043
2017,3,A,골목상권,1000978,상암로14길,54,515,376,27,1,,98,283,281,257,,,,54,160811043
2017,2,A,골목상권,1000978,상암로14길,54,515,376,27,1,,98,283,281,257,,,,54,160811043
2017,1,A,골목상권,1000978,상암로14길,54,515,376,27,1,,98,283,281,257,,,,54,160811043
2017,4,A,골목상권,1000977,명일로13길,35,201,151,24,1,1,80,133,153,12,,,,56,139975258
2017,3,A,골목상권,1000977,명일로13길,35,201,151,24,1,1,80,133,153,12,,,,56,139975258
2017,2,A,골목상권,1000977,명일로13길,35,201,151,24,1,1,80,133,153,12,,,,56,139975258
2017,1,A,골목상권,1000977,명일로13길,35,201,151,24,1,1,80,133,153,12,,,,56,139975258
2017,4,A,골목상권,1000976,동남로85길,30,194,,,,,3,180,11,,,,,49,172173810
2017,3,A,골목상권,1000976,동남로85길,30,194,,,,,3,180,11,,,,,49,172173810
2017,2,A,골목상권,1000976,동남로85길,30,194,,,,,3,180,11,,,,,49,172173810
2017,1,A,골목상권,1000976,동남로85길,30,194,,,,,3,180,11,,,,,49,172173810
2017,4,A,골목상권,1000975,동남로82길,5,32,,,,,,32,,,,,,44,148609524
2017,3,A,골목상권,1000975,동남로82길,5,32,,,,,,32,,,,,,44,148609524
2017,2,A,골목상권,1000975,동남로82길,5,32,,,,,,32,,,,,,44,148609524
2017,1,A,골목상권,1000975,동남로82길,5,32,,,,,,32,,,,,,44,148609524
2017,4,A,골목상권,1000974,동남로65길,15,91,2,1,,,9,82,2,1,,,,52,150674074
2017,3,A,골목상권,1000974,동남로65길,15,91,2,1,,,9,82,2,1,,,,52,150674074
2017,2,A,골목상권,1000974,동남로65길,15,91,2,1,,,9,82,2,1,,,,52,150674074
2017,1,A,골목상권,1000974,동남로65길,15,91,2,1,,,9,82,2,1,,,,52,150674074
2017,4,A,골목상권,1000973,구천면로42길,38,299,86,3,,,38,237,113,,,,,52,150899206
2017,3,A,골목상권,1000973,구천면로42길,38,299,86,3,,,38,237,113,,,,,52,150899206
2017,2,A,골목상권,1000973,구천면로42길,38,299,86,3,,,38,237,113,,,,,52,150899206
2017,1,A,골목상권,1000973,구천면로42길,38,299,86,3,,,38,237,113,,,,,52,150899206
2017,4,A,골목상권,1000972,구천면로41길,73,614,227,36,1,,85,417,315,61,,,,52,151847494
2017,3,A,골목상권,1000972,구천면로41길,73,614,227,36,1,,85,417,315,61,,,,52,151847494
2017,2,A,골목상권,1000972,구천면로41길,73,614,227,36,1,,85,417,315,61,,,,52,151847494
