기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,당월_매출_금액,당월_매출_건수,점포수,당월_매출금액/점포수,당월_매출건수/점포수,총_유동인구_수,총_직장_인구_수,총 상주인구 수,아파트_단지_수,아파트_평균_면적,아파트_평균_시가,시군구_코드
2020,2,A,골목상권,1000678,시흥대로62가길,LL,다이나믹,95,51,1454611451.0,103786,54,26937249.092592593,1921.962962962963,509115,86,2893,39,45,146684678,11545
2020,2,A,골목상권,1000677,시흥대로36길,HH,정체,128,61,2937964982.0,204676,52,56499326.57692308,3936.076923076923,364322,288,1934,43,55,137464309,11545
2020,2,A,골목상권,1000676,시흥대로22길,HH,정체,139,67,5627349834.0,258396,89,63228649.82022472,2903.325842696629,506638,259,3439,92,60,142519571,11545
2020,2,A,골목상권,1000675,시흥대로153길,HL,상권축소,111,49,2724568092.0,170103,54,50454964.666666664,3150.0555555555557,435589,92,1976,29,41,132282057,11545
2020,2,A,골목상권,1000674,시흥대로150길,HL,상권축소,118,47,4004974551.0,294543,192,20859242.453125,1534.078125,1003353,421,4743,55,50,162950152,11545
2020,2,A,골목상권,1000673,시흥대로141길,HL,상권축소,114,49,7600106778.0,438003,133,57143659.984962404,3293.2556390977443,476088,214,2265,31,68,163509020,11545
2020,2,A,골목상권,1000672,시흥대로138길,HL,상권축소,115,48,2715781826.0,112997,72,37719192.027777776,1569.4027777777778,309717,341,548,7,59,158646259,11545
2020,2,A,골목상권,1000671,시흥대로120길,LL,다이나믹,95,48,7534214975.0,385466,152,49567203.78289474,2535.9605263157896,526767,192,3277,69,54,132817182,11545
2020,2,A,골목상권,1000670,벚꽃로56길,LH,상권확장,105,59,4678526350.0,100224,82,57055199.3902439,1222.2439024390244,467193,301,1041,8,47,118634385,11545
2020,2,A,골목상권,1000669,범안로17길,HH,정체,114,54,2204169257.0,130194,53,41588099.18867925,2456.490566037736,262457,4567,1621,11,50,155980296,11545
2020,2,A,골목상권,1000668,범안로11길,HH,정체,130,62,3281382647.0,136590,54,60766345.31481481,2529.4444444444443,273468,1498,1319,2,71,172313776,11545
2020,2,A,골목상권,1000667,문성로5길,LL,다이나믹,111,46,2682226271.0,201610,56,47896897.696428575,3600.1785714285716,468660,379,3219,51,51,134494692,11545
2020,2,A,골목상권,1000666,독산로85길,LL,다이나믹,102,50,4419971620.0,187546,93,47526576.55913979,2016.6236559139784,105182,68,644,10,50,130439583,11545
2020,2,A,골목상권,1000665,독산로78다길,HH,정체,115,55,3082316559.0,226406,79,39016665.30379747,2865.8987341772154,1060161,195,3071,35,56,140253976,11545
2020,2,A,골목상권,1000664,독산로70길,LH,상권확장,106,59,5186128390.0,268460,65,79786590.61538461,4130.153846153846,918481,74,2548,26,55,133193078,11545
2020,2,A,골목상권,1000663,독산로64길,HH,정체,124,55,6399592333.0,350251,92,69560786.22826087,3807.0760869565215,340494,186,2172,27,51,128507317,11545
2020,2,A,골목상권,1000662,독산로50길,LL,다이나믹,100,47,1921910199.0,173393,48,40039795.8125,3612.3541666666665,308608,27,2343,32,57,129443448,11545
2020,2,A,골목상권,1000661,독산로40길,LL,다이나믹,106,46,9219514277.0,523592,136,67790546.15441176,3849.9411764705883,642205,219,2558,37,52,142210345,11545
2020,2,A,골목상권,1000660,독산로108길,HL,상권축소,129,52,7492705102.0,404201,116,64592285.362068966,3484.4913793103447,612852,1619,1880,30,50,143442290,11545
2020,2,A,골목상권,1000659,남부순환로112길,LL,다이나믹,107,46,3286468601.0,226971,114,28828671.93859649,1990.9736842105262,456321,96,2336,19,46,148084939,11545
2020,2,A,골목상권,1000658,금하로24길,LL,다이나믹,110,53,1488418575.0,126474,61,24400304.508196723,2073.344262295082,475876,132,4167,39,53,131517534,11545
2020,2,A,골목상권,1000657,금하로1길,LH,상권확장,110,61,1919839991.0,84371,60,31997333.183333334,1406.1833333333334,420584,227,1876,11,51,103610806,11545
2020,2,A,골목상권,1000656,금하로14길,HL,상권축소,113,46,2859666795.0,160627,74,38644145.87837838,2170.635135135135,337393,96,1833,31,52,151601262,11545
2020,2,A,골목상권,1000655,가산로5길,HL,상권축소,118,52,3349455461.0,304489,111,30175274.423423424,2743.1441441441443,623328,499,3212,31,51,142567908,11545
2020,2,A,골목상권,1000654,가산로3길,HH,정체,123,55,5758394378.0,158880,71,81104146.16901408,2237.7464788732395,189492,999,1073,11,51,172698815,11545
2020,2,A,골목상권,1000653,중앙로1길,LL,다이나믹,109,50,9493368825.0,420841,292,32511537.07191781,1441.236301369863,370046,960,1177,2,71,240371717,11530
2020,2,A,골목상권,1000652,중앙로15길,LL,다이나믹,91,51,2191766790.0,159278,70,31310954.14285714,2275.4,348872,171,1517,11,62,148040301,11530
2020,2,A,골목상권,1000651,우마길,LH,상권확장,96,65,1462038253.0,170591,37,39514547.37837838,4610.5675675675675,240684,43,796,7,68,189910223,11530
2020,2,A,골목상권,1000650,오류로8길,LL,다이나믹,109,51,6612974313.0,450851,182,36335023.6978022,2477.203296703297,867733,442,1973,20,56,114601290,11530
2020,2,A,골목상권,1000649,신도림로13길,HH,정체,135,68,744408675.0,40807,17,43788745.5882353,2400.4117647058824,357154,148,502,3,66,207611111,11530
2020,2,A,골목상권,1000648,새말로18길,LL,다이나믹,89,50,6146098002.0,192822,116,52983603.46551724,1662.2586206896551,671275,933,2602,8,60,239474409,11530
2020,2,A,골목상권,1000647,부일로1길,HH,정체,118,64,2890654237.0,174960,60,48177570.61666667,2916.0,194149,356,1454,35,56,146911048,11530
2020,2,A,골목상권,1000646,부일로15길,LH,상권확장,110,57,4113243350.0,273618,103,39934401.45631068,2656.4854368932038,419552,156,1467,26,62,128166208,11530
2020,2,A,골목상권,1000645,부일로11길,LL,다이나믹,87,49,2229464399.0,184737,51,43714988.21568628,3622.294117647059,457284,281,2551,84,56,121911912,11530
2020,2,A,골목상권,1000644,디지털로32길,LL,다이나믹,99,52,32437861176.0,1267491,351,92415558.90598291,3611.08547008547,569100,815,1418,2,71,221963462,11530
2020,2,A,골목상권,1000643,디지털로32가길,LL,다이나믹,74,49,5607747176.0,532986,102,54977913.49019608,5225.35294117647,399385,2221,4487,14,57,144741075,11530
2020,2,A,골목상권,1000642,디지털로27길,LH,상권확장,100,57,2162918194.0,175142,59,36659630.40677966,2968.508474576271,370245,26,1163,65,50,109691989,11530
2020,2,A,골목상권,1000641,도림로6길,HH,정체,120,54,6836552035.0,458393,107,63893009.6728972,4284.046728971963,838920,160,1295,84,48,99892229,11530
2020,2,A,골목상권,1000640,도림로12길,HL,상권축소,119,48,2746584722.0,102996,70,39236924.6,1471.3714285714286,1027872,186,2024,153,46,92213624,11530
2020,2,A,골목상권,1000639,남부순환로97길,HL,상권축소,113,53,6840324830.0,413473,85,80474409.76470588,4864.388235294117,155815,101,1196,3,51,180700570,11530
2020,2,A,골목상권,1000638,구로중앙로8길,HL,상권축소,114,47,3635495161.0,160099,135,26929593.785185184,1185.9185185185186,843397,107,2625,9,72,215337477,11530
2020,2,A,골목상권,1000637,구로중앙로7길,HH,정체,119,58,9459508515.0,692097,117,80850500.12820514,5915.358974358975,270787,86,613,7,52,117132053,11530
2020,2,A,골목상권,1000636,구로중앙로42길,HH,정체,122,56,1069681576.0,76032,37,28910312.864864863,2054.9189189189187,189141,403,895,9,62,201479487,11530
2020,2,A,골목상권,1000635,구로중앙로34길,HL,상권축소,140,49,1890788501.0,141494,47,40229542.57446808,3010.5106382978724,483845,189,1085,13,52,136010825,11530
2020,2,A,골목상권,1000634,구로중앙로28길,HL,상권축소,121,52,5894754324.0,291721,178,33116597.325842697,1638.8820224719102,680817,470,3200,21,48,161223262,11530
2020,2,A,골목상권,1000633,구로중앙로19길,HL,상권축소,130,51,6159640954.0,232022,109,56510467.467889905,2128.6422018348626,296396,666,814,16,47,171018369,11530
2020,2,A,골목상권,1000632,구로동로8길,HL,상권축소,128,48,2655045895.0,99485,142,18697506.3028169,700.5985915492957,1403915,298,5843,472,45,88076746,11530
2020,2,A,골목상권,1000631,구로동로7길,HH,정체,118,54,1857053925.0,108958,84,22107784.82142857,1297.1190476190477,561013,115,2523,79,55,133807492,11530
2020,2,A,골목상권,1000630,구로동로42길,HL,상권축소,120,44,2552362899.0,80756,107,23853858.86915888,754.7289719626168,567282,131,1872,19,47,154049941,11530
2020,2,A,골목상권,1000629,구로동로41길,HL,상권축소,123,53,1895930177.0,124281,41,46242199.43902439,3031.243902439024,1002356,119,2441,37,48,154882383,11530
2020,2,A,골목상권,1000628,구로동로38길,HL,상권축소,111,48,1711689231.0,76670,71,24108299.028169014,1079.8591549295775,785146,625,1799,10,61,142282549,11530
2020,2,A,골목상권,1000627,구로동로28길,LL,다이나믹,106,44,2157669996.0,120382,106,20355377.320754718,1135.6792452830189,487783,42,1945,22,42,131754358,11530
2020,2,A,골목상권,1000626,구로동로15길,LL,다이나믹,110,47,2888334500.0,73717,56,51577401.78571428,1316.375,253831,88,969,4,29,128687500,11530
2020,2,A,골목상권,1000625,공원로6가길,HH,정체,116,60,5652320544.0,348672,79,71548361.31645569,4413.569620253164,460282,1158,2124,9,52,187835940,11530
2020,2,A,골목상권,1000624,고척로52길,HL,상권축소,119,51,501505085.0,25534,31,16177583.387096774,823.6774193548387,556958,40,3148,24,50,151732424,11530
2020,2,A,골목상권,1000623,고척로27다길,LH,상권확장,103,55,1947327086.0,143683,67,29064583.37313433,2144.5223880597014,683603,169,4245,77,52,112158411,11530
2020,2,A,골목상권,1000622,고척로27길,LH,상권확장,102,56,5192693906.0,336101,84,61817784.5952381,4001.2023809523807,1012546,309,2504,38,50,135240013,11530
2020,2,A,골목상권,1000621,고척로21나길,HL,상권축소,121,53,5127522674.0,330353,118,43453581.983050846,2799.601694915254,915624,369,2553,54,51,120721515,11530
2020,2,A,골목상권,1000620,경인로47길,LL,다이나믹,102,53,8992165977.0,735648,226,39788345.03097345,3255.079646017699,474737,657,2043,3,74,258389115,11530
2020,2,A,골목상권,1000619,경인로35길,LL,다이나믹,110,47,3641865447.0,242997,141,25828832.95744681,1723.3829787234042,575689,364,2913,34,54,141777859,11530
2020,2,A,골목상권,1000618,경인로31길,LL,다이나믹,105,47,2458967364.0,126458,73,33684484.43835616,1732.3013698630136,349332,130,1879,19,50,145584724,11530
2020,2,A,골목상권,1000617,경인로15길,HH,정체,117,56,3408131348.0,267551,56,60859488.35714286,4777.696428571428,881679,259,3510,78,52,115319957,11530
2020,2,A,골목상권,1000616,개봉로3길,HL,상권축소,120,48,7449961514.0,481749,164,45426594.59756097,2937.493902439024,360738,273,2891,75,52,141431280,11530
2020,2,A,골목상권,1000615,개봉로2길,LH,상권확장,108,55,3999812480.0,184371,139,28775629.352517985,1326.410071942446,397465,186,2632,53,49,157879638,11530
2020,2,A,골목상권,1000614,개봉로23가길,HH,정체,118,58,13578096750.0,667018,183,74197250.0,3644.907103825137,692540,826,2514,26,59,129073626,11530
2020,2,A,골목상권,1000613,개봉로20길,LH,상권확장,109,58,4435191381.0,186003,78,56861427.961538464,2384.653846153846,470307,3082,3681,6,78,319642861,11530
2020,2,A,골목상권,1000612,개봉로1길,HL,상권축소,140,47,872755356.0,72823,23,37945885.04347826,3166.217391304348,407383,187,2085,47,50,131383800,11530
2020,2,A,골목상권,1000611,개봉로17다길,HH,정체,124,61,3251386268.0,275912,50,65027725.36,5518.24,439822,2362,3298,99,55,132538387,11530
