기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,당월_매출_금액,당월_매출_건수,점포수,당월_매출금액/점포수,당월_매출건수/점포수,총_유동인구_수,총_직장_인구_수,총 상주인구 수,아파트_단지_수,아파트_평균_면적,아파트_평균_시가,시군구_코드
2020,2,D,발달상권,1001040,서울 관악구 신림역_3,HH,정체,116,59,17105632733.0,1020339,226,75688640.41150442,4514.774336283186,984121,77,1371,16,25,142454939,11620
2020,2,D,발달상권,1001039,서울 서초구 남부터미널역_2,HH,정체,123,55,38830097298.0,1445583,468,82970293.37179486,3088.852564102564,853221,3012,2229,4,47,245678707,11650
2020,2,D,발달상권,1001038,구로디지탈1단지,LL,다이나믹,88,46,113387049985.0,4990341,1463,77503110.03759399,3411.032809295967,686215,43655,121,10,37,60709524,11530
2020,2,D,발달상권,1001037,양재역,LH,상권확장,110,54,22721250835.0,986948,317,71675870.14195584,3113.4006309148267,877976,904,1701,24,59,286512251,11680
2020,2,D,발달상권,1001036,문정역,LL,다이나믹,92,44,6304470605.0,242090,19,331814242.3684211,12741.578947368422,250629,88,399,10,52,214196190,11710
2020,2,D,발달상권,1001035,매봉역,HL,상권축소,119,47,26407780858.0,390650,135,195613191.54074073,2893.703703703704,177256,5760,549,8,81,397381393,11680
2020,2,D,발달상권,1001034,서울 서초구 방배역,HH,정체,118,54,38752062875.0,1756520,478,81071261.24476987,3674.7280334728034,482865,1690,1170,20,55,285726638,11650
2020,2,D,발달상권,1001033,서울 서초구 남부터미널역_1,HH,정체,149,58,104259534102.0,1183700,546,190951527.65934065,2167.948717948718,295121,2033,1197,5,99,520913857,11650
2020,2,D,발달상권,1001032,서울 관악구 신림역_2,LL,다이나믹,98,48,16515844080.0,1170144,285,57950330.10526316,4105.768421052631,343726,166,1652,9,52,172776164,11620
2020,2,D,발달상권,1001031,서울 관악구 신림역_1,LH,상권확장,109,60,31927502075.0,2404674,478,66793937.39539749,5030.698744769875,990389,615,789,2,13,98380814,11620
2020,2,D,발달상권,1001030,양재역_2,HH,정체,114,55,15368948102.0,718350,206,74606544.18446602,3487.135922330097,440930,2634,865,12,59,295240948,11650
2020,2,D,발달상권,1001028,서울 관악구 서울대입구역_2,HH,정체,114,61,5823628223.0,311166,105,55463125.93333333,2963.4857142857145,250023,57,577,3,40,171833333,11620
2020,2,D,발달상권,1001027,가산디지털단지역_3,LL,다이나믹,91,47,203509919534.0,6391558,2029,100300601.05174963,3150.1025135534746,502694,22935,1877,4,14,104066461,11545
2020,2,D,발달상권,1001026,구로디지털단지역,HL,상권축소,124,49,6890446858.0,362765,127,54255487.070866145,2856.417322834646,115376,91,336,6,54,201425519,11530
2020,2,D,발달상권,1001025,서울 관악구 서울대입구역_1,LL,다이나믹,101,49,123391116836.0,4523927,944,130710928.85169491,4792.295550847458,2453621,1502,7167,34,44,175433537,11620
2020,2,D,발달상권,1001024,관악구 사당역_1,LH,상권확장,100,55,22259648356.0,883390,324,68702618.38271604,2726.5123456790125,835788,5523,932,15,61,340748498,11650
2020,2,D,발달상권,1001023,가산디지털단지역_2,LL,다이나믹,89,50,82606349561.0,3515468,818,100985757.40953545,4297.638141809291,140271,25194,667,4,38,111875053,11545
2020,2,D,발달상권,1001022,관악구 사당역_2,LL,다이나믹,106,52,20077044129.0,918705,323,62158031.359133124,2844.2879256965944,767349,744,931,3,32,142056818,11590
2020,2,D,발달상권,1001019,포이사거리_1,HH,정체,122,55,7635109633.0,236063,95,80369575.08421053,2484.8736842105263,139626,192,96,1,29,117250000,11680
2020,2,D,발달상권,1001018,포이사거리_2,HL,상권축소,120,43,49890318135.0,3270579,441,113129973.09523809,7416.278911564626,712672,7673,1842,28,52,262111385,11650
2020,2,D,발달상권,1001017,관악구 사당역_3,LH,상권확장,109,55,13688044184.0,727081,219,62502484.85844749,3320.0045662100456,271077,1538,303,2,70,305583333,11620
2020,2,D,발달상권,1001016,서울 관악구 대학동_1,HL,상권축소,114,51,8833099265.0,760997,174,50764938.3045977,4373.545977011494,601105,662,1711,5,46,149427182,11620
2020,2,D,발달상권,1001015,서울 금천구 독산1동_1,LL,다이나믹,89,47,33510323988.0,1445788,474,70696886.05063291,3050.1856540084386,234447,716,1193,11,37,129750649,11545
2020,2,D,발달상권,1001013,양재 화물트럭터미널앞_2,HL,상권축소,122,51,10595968021.0,272788,131,80885252.0687023,2082.351145038168,76099,843,1625,6,80,384647382,11650
2020,2,D,발달상권,1001011,서울 금천구 시흥1동_4,HH,정체,114,57,30907549096.0,1345513,453,68228585.200883,2970.227373068433,430428,486,1737,16,45,145144838,11545
2020,2,A,골목상권,1001010,풍성로37가길,LL,다이나믹,99,44,3258307598.0,214573,53,61477501.8490566,4048.5471698113206,1029087,128,3037,46,47,162034024,11740
2020,2,A,골목상권,1001009,천호옛길,HL,상권축소,124,51,2658815214.0,82290,116,22920820.810344826,709.3965517241379,2158135,420,3688,52,48,171703193,11740
2020,2,A,골목상권,1001008,천호옛14길,LL,다이나믹,103,52,6912070632.0,419754,125,55296565.056,3358.032,702500,177,2360,27,43,169351550,11740
2020,2,A,골목상권,1001007,천호대로219길,LH,상권확장,105,54,5214645091.0,252505,120,43455375.75833333,2104.2083333333335,460861,486,2044,37,47,140666774,11740
2020,2,A,골목상권,1001006,천호대로197길,LL,다이나믹,92,54,3122250151.0,178953,98,31859695.41836735,1826.0510204081634,886166,239,4159,53,51,188402594,11740
2020,2,A,골목상권,1001005,천호대로187길,HL,상권축소,119,49,5412333976.0,280572,84,64432547.333333336,3340.1428571428573,1103514,371,2673,49,53,164850976,11740
2020,2,A,골목상권,1001004,천호대로170길,LL,다이나믹,103,45,3952842048.0,274763,143,27642252.083916083,1921.4195804195804,1307909,303,4148,80,49,169975385,11740
2020,2,A,골목상권,1001003,천호대로162길,LL,다이나믹,91,44,2393540168.0,168494,83,28837833.34939759,2030.0481927710844,733632,286,2680,14,58,263684340,11740
2020,2,A,골목상권,1001002,천중로51길,LL,다이나믹,98,45,10836831933.0,725908,194,55859958.417525776,3741.7938144329896,2242258,761,4396,69,57,190459481,11740
2020,2,A,골목상권,1001001,천중로39길,LL,다이나믹,96,52,5976164881.0,255862,98,60981274.29591837,2610.8367346938776,2281411,574,6514,124,53,181490114,11740
2020,2,A,골목상권,1001000,진황도로47길,LL,다이나믹,107,45,5778857218.0,284365,122,47367682.114754096,2330.8606557377047,634013,131,1706,38,45,146169013,11740
2020,2,A,골목상권,1000999,진황도로27길,LL,다이나믹,92,50,4302901520.0,340416,143,30090220.41958042,2380.5314685314684,1904188,298,7642,49,43,201819543,11740
2020,2,A,골목상권,1000998,올림픽로98길,LL,다이나믹,105,47,2681997085.0,195402,93,28838678.333333332,2101.0967741935483,956829,257,3195,54,47,158177779,11740
2020,2,A,골목상권,1000997,올림픽로80길,HH,정체,124,54,10098696166.0,462784,93,108588130.8172043,4976.1720430107525,424195,152,2203,11,46,215691416,11740
2020,2,A,골목상권,1000996,올림픽로78길,HH,정체,146,55,2342863271.0,151872,56,41836844.125,2712.0,281853,115,1623,12,67,275945485,11740
2020,2,A,골목상권,1000995,올림픽로77길,HH,정체,117,57,1399663208.0,73963,62,22575213.032258064,1192.9516129032259,991438,210,2639,64,47,224309915,11740
2020,2,A,골목상권,1000994,올림픽로71길,LL,다이나믹,100,49,3389142925.0,67802,55,61620780.45454545,1232.7636363636364,1575927,184,2458,17,52,195589260,11740
2020,2,A,골목상권,1000993,올림픽로48길,LL,다이나믹,107,54,15788436104.0,442696,214,73777738.80373831,2068.6728971962616,810145,1847,1515,38,57,194495546,11740
2020,2,A,골목상권,1000992,양재대로96길,HL,상권축소,119,52,2831597236.0,317742,91,31116453.14285714,3491.6703296703295,1254078,197,3495,33,59,213542208,11740
2020,2,A,골목상권,1000991,양재대로95길,HL,상권축소,120,47,4733664904.0,234149,123,38485080.520325206,1903.6504065040651,922159,602,3687,84,49,180401892,11740
2020,2,A,골목상권,1000990,양재대로91길,LL,다이나믹,104,46,12199505243.0,614999,176,69315370.69886364,3494.3125,1078114,358,4071,56,57,176306721,11740
2020,2,A,골목상권,1000989,양재대로133길,LL,다이나믹,109,50,2880866786.0,225601,103,27969580.446601942,2190.3009708737864,1229279,189,4711,95,51,172349721,11740
2020,2,A,골목상권,1000988,양재대로124길,LL,다이나믹,89,44,4044723983.0,219340,159,25438515.6163522,1379.4968553459119,1414502,435,4284,63,50,155881236,11740
2020,2,A,골목상권,1000987,양재대로116길,LL,다이나믹,81,44,3717438668.0,188565,58,64093770.137931034,3251.1206896551726,263167,75,1444,25,46,131547029,11740
2020,2,A,골목상권,1000986,양재대로101길,LL,다이나믹,103,43,12302870102.0,550013,234,52576367.95726496,2350.482905982906,1769704,677,4752,138,47,162977900,11740
2020,2,A,골목상권,1000985,암사길,LL,다이나믹,98,48,2748401501.0,243013,104,26426937.509615384,2336.6634615384614,1401095,112,6882,151,48,157803507,11740
2020,2,A,골목상권,1000984,성안로3길,HL,상권축소,115,51,5697766083.0,303895,129,44168729.325581394,2355.7751937984494,1041124,5508,4480,98,58,196153176,11740
2020,2,A,골목상권,1000983,성내로5길,LL,다이나믹,109,49,10589312864.0,603662,194,54584086.927835055,3111.659793814433,1197552,1005,3531,39,56,221575504,11740
2020,2,A,골목상권,1000982,상일로5길,LL,다이나믹,104,53,10764600124.0,295950,126,85433334.31746031,2348.809523809524,273296,172,1201,16,44,132310417,11740
2020,2,A,골목상권,1000981,상암로5길,HL,상권축소,115,53,15236666417.0,1006837,177,86082861.11299434,5688.344632768361,924123,271,1903,32,46,166289842,11740
2020,2,A,골목상권,1000980,상암로51길,LL,다이나믹,96,48,6707032282.0,389223,231,29034771.783549782,1684.948051948052,592782,302,2895,38,51,163534791,11740
2020,2,A,골목상권,1000979,상암로4길,LL,다이나믹,96,51,8469768201.0,446161,152,55722159.21710526,2935.2697368421054,856155,232,3136,64,44,167108804,11740
2020,2,A,골목상권,1000978,상암로14길,LL,다이나믹,105,46,14433734321.0,348963,145,99542995.31724139,2406.6413793103447,1423772,432,3856,61,52,184627163,11740
2020,2,A,골목상권,1000977,명일로13길,LL,다이나믹,111,50,9979680012.0,290377,113,88315752.31858407,2569.70796460177,773071,302,2723,46,53,176166841,11740
2020,2,A,골목상권,1000976,동남로85길,LL,다이나믹,101,53,10694271152.0,500423,119,89867824.80672269,4205.235294117647,590904,635,2759,30,49,162861508,11740
2020,2,A,골목상권,1000975,동남로82길,HH,정체,117,55,2372780867.0,123408,46,51582192.76086956,2682.782608695652,323468,108,1560,5,44,150247619,11740
2020,2,A,골목상권,1000974,동남로65길,LL,다이나믹,102,49,5154884599.0,234537,166,31053521.680722892,1412.8734939759036,312256,297,2359,16,50,166105308,11740
2020,2,A,골목상권,1000973,구천면로42길,HH,정체,131,55,3097663976.0,229786,87,35605333.05747127,2641.2183908045977,1731531,87,4180,59,47,180081604,11740
2020,2,A,골목상권,1000972,구천면로41길,LL,다이나믹,95,45,4648753234.0,302008,153,30384008.065359477,1973.9084967320262,1434230,442,5239,98,48,175334688,11740
2020,2,A,골목상권,1000971,구천면로36길,LL,다이나믹,97,51,2611075862.0,159945,83,31458745.325301204,1927.0481927710844,701257,32,2542,41,51,189523274,11740
2020,2,A,골목상권,1000970,고덕로61길,LL,다이나믹,85,46,2673257819.0,122184,63,42432663.79365079,1939.4285714285713,222587,137,1553,4,60,384318903,11740
2020,2,A,골목상권,1000969,고덕로25길,HH,정체,114,62,3018418770.0,190670,38,79432072.89473684,5017.631578947368,126196,143,1493,29,55,178183520,11740
2020,2,A,골목상권,1000968,고덕로10길,LL,다이나믹,101,52,8806732774.0,512588,168,52421028.416666664,3051.1190476190477,494969,738,2081,38,50,155749486,11740
2020,2,A,골목상권,1000967,강동대로53길,LL,다이나믹,107,49,9995754605.0,387308,230,43459802.63043478,1683.9478260869564,1134464,1092,4005,77,69,227211293,11740
2020,2,A,골목상권,1000966,풍성로25길,HL,상권축소,128,53,3049513493.0,196973,104,29322245.125,1893.9711538461538,922185,84,1842,12,58,188071032,11710
2020,2,A,골목상권,1000965,오금로46길,LL,다이나믹,108,51,17653236744.0,698483,194,90996065.69072165,3600.4278350515465,857730,711,2732,63,55,223078719,11710
2020,2,A,골목상권,1000964,오금로36길,LL,다이나믹,104,45,7515161816.0,477112,183,41066458.01092896,2607.1693989071036,824685,1133,3007,78,51,194700667,11710
2020,2,A,골목상권,1000963,오금로11길,LL,다이나믹,104,51,25250254705.0,588104,239,105649601.27615063,2460.686192468619,1056238,1427,4635,165,49,194307025,11710
2020,2,A,골목상권,1000962,양재대로72길,LL,다이나믹,103,52,15755129265.0,799622,259,60830614.922779925,3087.3436293436293,888090,245,2609,23,70,290949037,11710
2020,2,A,골목상권,1000961,양재대로71길,LL,다이나믹,92,51,20522868035.0,692975,298,68868684.68120806,2325.4194630872485,740404,1999,1532,30,66,262545379,11710
2020,2,A,골목상권,1000960,양재대로64길,HL,상권축소,117,49,11723448597.0,623003,219,53531728.75342466,2844.7625570776254,948091,1212,2667,61,54,226616062,11710
2020,2,A,골목상권,1000959,양재대로62길,LL,다이나믹,103,47,8320834707.0,400294,165,50429301.25454546,2426.0242424242424,438430,3230,1499,21,59,224468799,11710
2020,2,A,골목상권,1000958,송파대로30길,LL,다이나믹,86,45,18427424766.0,814694,338,54519008.18343195,2410.337278106509,990937,2240,2573,16,46,200221720,11710
2020,2,A,골목상권,1000957,송이로36길,LL,다이나믹,109,49,12798959943.0,497137,173,73982427.41618498,2873.624277456647,1169812,2096,3357,87,51,218570789,11710
2020,2,A,골목상권,1000956,송이로32길,LL,다이나믹,98,51,7170864551.0,306756,191,37543793.46073298,1606.0523560209424,1299459,1295,5222,138,47,208188276,11710
2020,2,A,골목상권,1000955,송이로23길,LL,다이나믹,105,48,20660248280.0,430332,164,125977123.65853658,2623.9756097560976,1209046,1850,4714,141,50,197069658,11710
2020,2,A,골목상권,1000954,삼전로13길,LL,다이나믹,108,47,30272057609.0,1305662,387,78222371.08268733,3373.8036175710595,1733995,1420,6507,193,45,206173277,11710
2020,2,A,골목상권,1000953,백제고분로50길,LL,다이나믹,107,52,3596912576.0,284682,164,21932393.756097563,1735.8658536585365,1857386,1209,8390,276,54,215304707,11710
2020,2,A,골목상권,1000952,백제고분로46길,LL,다이나믹,107,50,13299604099.0,699943,223,59639480.26457399,3138.7578475336322,791095,665,3232,96,45,191450331,11710
2020,2,A,골목상권,1000951,백제고분로45길,LL,다이나믹,91,47,17345620723.0,479904,247,70225185.11336033,1942.931174089069,1139421,1349,4552,148,48,213909432,11710
2020,2,A,골목상권,1000950,백제고분로42길,LL,다이나믹,91,48,3998477982.0,160213,123,32507951.073170733,1302.5447154471544,908065,590,4079,156,44,190531993,11710
2020,2,A,골목상권,1000949,백제고분로39길,LL,다이나믹,101,49,6860035384.0,353853,159,43144876.628930815,2225.490566037736,855138,566,3366,131,46,211484180,11710
2020,2,A,골목상권,1000948,백제고분로34길,LL,다이나믹,106,52,14843818505.0,1685828,164,90511088.44512194,10279.439024390244,1021926,1779,7714,276,49,214665929,11710
2020,2,A,골목상권,1000947,백제고분로33길,LL,다이나믹,76,44,9595546299.0,560316,169,56778380.46745562,3315.4792899408285,1358249,921,6125,220,46,194668666,11710
2020,2,A,골목상권,1000946,백제고분로32길,LL,다이나믹,108,53,10061988333.0,401238,146,68917728.30821918,2748.205479452055,935706,725,6250,230,51,197797081,11710
2020,2,A,골목상권,1000945,백제고분로31길,LL,다이나믹,109,49,21198643270.0,1061453,264,80297891.17424242,4020.655303030303,2167885,1708,6177,221,46,185636397,11710
2020,2,A,골목상권,1000944,백제고분로22길,LL,다이나믹,103,50,14027459614.0,683734,228,61523945.6754386,2998.8333333333335,1095407,1371,6718,246,49,194534566,11710
2020,2,A,골목상권,1000943,백제고분로21길,LL,다이나믹,88,42,8043821460.0,560544,190,42335902.421052635,2950.2315789473682,823497,483,2451,74,45,187794775,11710
2020,2,A,골목상권,1000942,마천로51길,HL,상권축소,121,53,7168285802.0,317022,185,38747490.82162162,1713.6324324324323,661551,417,3820,43,51,265224688,11710
2020,2,A,골목상권,1000941,동남로20길,LL,다이나믹,101,52,20000808230.0,999857,254,78743339.48818898,3936.4448818897636,2288071,2463,2967,71,50,218629283,11710
2020,2,A,골목상권,1000940,거마로20길,HH,정체,114,57,11152744112.0,590792,184,60612739.73913044,3210.8260869565215,823318,503,3206,39,49,193147671,11710
2020,2,A,골목상권,1000939,학동로77길,HH,정체,112,58,15055307327.0,429058,128,117619588.4921875,3352.015625,717420,1851,2516,15,79,598750123,11680
2020,2,A,골목상권,1000938,학동로6길,LL,다이나믹,90,48,11151868896.0,136687,94,118636903.14893617,1454.1170212765958,528884,1447,1601,37,47,233694556,11680
2020,2,A,골목상권,1000937,학동로56길,LL,다이나믹,109,51,8565681241.0,351007,189,45321064.76719577,1857.1798941798943,513855,2421,1026,12,82,612033860,11680
2020,2,A,골목상권,1000936,학동로38길,LL,다이나믹,88,51,3678572377.0,325189,105,35034022.63809524,3097.038095238095,461014,1862,1459,30,54,292107077,11680
2020,2,A,골목상권,1000935,테헤란로81길,LL,다이나믹,86,50,28108387630.0,805629,227,123825496.16740088,3549.0264317180618,358561,1637,407,6,48,227610185,11680
2020,2,A,골목상권,1000934,일원로9길,LL,다이나믹,103,52,9948920146.0,599653,172,57842558.988372095,3486.3546511627906,1161435,590,3267,45,62,304402414,11680
2020,2,A,골목상권,1000933,일원로3길,HH,정체,113,54,6362872414.0,525079,153,41587401.39869281,3431.8888888888887,330139,513,2324,42,53,318277363,11680
2020,2,A,골목상권,1000932,영동대로65길,LL,다이나믹,104,52,6469101741.0,263752,94,68820231.28723404,2805.872340425532,477392,1175,1408,72,72,495041463,11680
2020,2,A,골목상권,1000931,영동대로112길,HH,정체,118,58,6164040101.0,326197,121,50942480.17355372,2695.8429752066118,737533,9367,2640,42,81,666046284,11680
2020,2,A,골목상권,1000930,언주로81길,LL,다이나믹,89,46,15551680343.0,1079545,263,59131864.42205323,4104.733840304182,1980492,5810,3454,72,58,288216713,11680
2020,2,A,골목상권,1000929,압구정로2길,LL,다이나믹,93,39,5087795982.0,275150,91,55909845.95604396,3023.6263736263736,662846,1937,996,16,62,317137374,11680
2020,2,A,골목상권,1000928,선릉로18길,HH,정체,124,61,7758251524.0,342764,139,55814759.16546763,2465.928057553957,568164,466,1623,52,57,279363095,11680
2020,2,A,골목상권,1000927,선릉로146길,LL,다이나믹,92,45,11498120440.0,438001,234,49137266.83760684,1871.7991452991453,1175858,1123,1996,31,57,325033359,11680
2020,2,A,골목상권,1000926,선릉로133길,LL,다이나믹,72,46,5826984356.0,166405,113,51566233.238938056,1472.6106194690265,1239502,739,1542,36,51,293891734,11680
2020,2,A,골목상권,1000925,선릉로132길,LH,상권확장,100,57,11069153401.0,561296,166,66681646.9939759,3381.3012048192772,686919,1305,2024,24,67,466206982,11680
2020,2,A,골목상권,1000924,선릉로121길,LL,다이나믹,95,46,7119578525.0,468944,53,134331670.28301886,8848.0,403313,2263,835,18,82,467264206,11680
2020,2,A,골목상권,1000923,삼성로75길,LL,다이나믹,94,44,7338496236.0,213851,115,63813010.747826084,1859.5739130434783,1013723,1814,2504,49,57,339318156,11680
2020,2,A,골목상권,1000922,삼성로69길,LL,다이나믹,91,46,13273660361.0,420323,264,50279016.51893939,1592.1325757575758,776823,2064,3340,93,50,277075763,11680
2020,2,A,골목상권,1000921,삼성로64길,LL,다이나믹,103,47,19223120981.0,216469,101,190327930.5049505,2143.2574257425745,623857,2957,2621,29,70,566170675,11680
2020,2,A,골목상권,1000920,삼성로63길,LL,다이나믹,95,47,11887723679.0,291157,218,54530842.56422018,1335.5825688073394,1286288,1079,4254,96,50,257410450,11680
2020,2,A,골목상권,1000919,삼성로57길,LL,다이나믹,91,49,12236742679.0,227335,98,124864721.21428572,2319.7448979591836,1073681,3231,1716,9,91,779690729,11680
2020,2,A,골목상권,1000918,삼성로147길,LL,다이나믹,87,52,2387812551.0,48358,73,32709760.97260274,662.4383561643835,302795,190,1262,29,63,383710746,11680
2020,2,A,골목상권,1000917,삼성로115길,LL,다이나믹,102,48,6725926062.0,281866,128,52546297.359375,2202.078125,692501,839,2804,68,58,414212348,11680
2020,2,A,골목상권,1000916,봉은사로68길,LL,다이나믹,99,47,3591739956.0,154282,62,57931289.61290322,2488.4193548387098,425798,1265,1513,49,45,210216627,11680
2020,2,A,골목상권,1000915,봉은사로57길,LL,다이나믹,107,43,2492596540.0,125391,44,56649921.36363637,2849.7954545454545,812599,638,1594,58,59,293912734,11680
2020,2,A,골목상권,1000914,봉은사로43길,LL,다이나믹,104,50,20828724400.0,602234,220,94676020.0,2737.427272727273,984629,2978,3242,67,69,388117175,11680
2020,2,A,골목상권,1000913,봉은사로29길,LL,다이나믹,90,46,12994409372.0,674129,125,103955274.976,5393.032,653443,1860,1251,32,70,346644368,11680
2020,2,A,골목상권,1000912,봉은사로109길,LH,상권확장,94,55,1046959109.0,3687,17,61585829.941176474,216.88235294117646,416887,2837,2224,52,90,749264111,11680
2020,2,A,골목상권,1000911,도산대로89길,LL,다이나믹,82,48,7047682055.0,251192,135,52205052.25925926,1860.6814814814816,691200,1284,1944,36,88,676218073,11680
2020,2,A,골목상권,1000910,도산대로81길,LL,다이나믹,96,49,26834975628.0,135934,130,206422889.44615385,1045.6461538461538,291634,3094,896,26,152,1162161180,11680
2020,2,A,골목상권,1000909,도산대로50길,LH,상권확장,84,54,8466978731.0,52351,49,172795484.30612245,1068.3877551020407,508340,2685,2223,22,74,450745301,11680
2020,2,A,골목상권,1000908,도산대로38길,LL,다이나믹,83,49,3732809535.0,108890,63,59250945.0,1728.4126984126983,305325,1043,983,29,52,263113281,11680
2020,2,A,골목상권,1000907,도산대로30길,LL,다이나믹,96,51,7254844944.0,281985,115,63085608.20869565,2452.0434782608695,786959,3153,886,17,58,296595046,11680
2020,2,A,골목상권,1000906,도산대로23길,LL,다이나믹,71,49,3446513480.0,73118,94,36665037.02127659,777.8510638297872,790927,425,1501,21,53,265948321,11680
2020,2,A,골목상권,1000905,도산대로15길,LL,다이나믹,73,45,6944042780.0,204347,86,80744683.48837209,2376.1279069767443,215901,123,655,15,56,275897254,11680
2020,2,A,골목상권,1000904,도곡로37길,LL,다이나믹,109,47,13081402506.0,859795,299,43750510.05351171,2875.56856187291,1411300,7206,5822,151,53,269155073,11680
2020,2,A,골목상권,1000903,논현로8길,HL,상권축소,130,50,8124725689.0,303374,122,66596112.204918034,2486.6721311475408,685466,1081,3508,81,51,239445524,11680
2020,2,A,골목상권,1000902,논현로63길,HL,상권축소,117,48,12548741239.0,369877,165,76052977.2060606,2241.6787878787877,766495,2139,2655,53,67,333539918,11680
2020,2,A,골목상권,1000900,논현로26길,HL,상권축소,119,53,14708267042.0,611814,180,81712594.67777778,3398.9666666666667,350406,17916,1220,23,62,295195898,11680
2020,2,A,골목상권,1000899,논현로159길,LL,다이나믹,84,44,3968705873.0,78325,46,86276214.63043478,1702.7173913043478,341746,109,400,4,45,233475092,11680
2020,2,A,골목상권,1000898,논현로139길,LH,상권확장,98,55,6083430289.0,117377,104,58494522.009615384,1128.625,603714,3565,1335,44,103,590025377,11680
2020,2,A,골목상권,1000897,논현로123길,LL,다이나믹,98,42,3054334164.0,212497,54,56561743.777777776,3935.1296296296296,281708,162,2048,43,44,225319068,11680
2020,2,A,골목상권,1000896,논현로115길,LL,다이나믹,96,49,12175051354.0,571659,167,72904499.1257485,3423.1077844311376,1447674,2866,3252,93,55,263833049,11680
2020,2,A,골목상권,1000895,논현로10길,LL,다이나믹,111,48,7673455666.0,368608,100,76734556.66,3686.08,417654,454,1559,41,55,259919381,11680
2020,2,A,골목상권,1000894,논현로106길,LL,다이나믹,97,45,5223487037.0,392042,138,37851355.34057971,2840.8840579710145,780784,1488,2094,62,48,218629318,11680
2020,2,A,골목상권,1000893,남부순환로365길,LL,다이나믹,98,51,8163342123.0,669201,113,72241965.69026549,5922.132743362832,602704,691,2864,8,73,580926475,11680
2020,2,A,골목상권,1000891,개포로28길,LL,다이나믹,110,53,8135782532.0,289167,81,100441759.65432099,3569.962962962963,390534,589,2067,49,53,251141446,11680
2020,2,A,골목상권,1000890,개포로20길,HL,상권축소,118,49,7994369498.0,322673,141,56697656.0141844,2288.4609929078015,496642,647,2353,50,52,241895888,11680
2020,2,A,골목상권,1000889,개포로17길,HL,상권축소,119,53,6173867373.0,239849,109,56640985.07339449,2200.4495412844035,766725,961,3624,95,58,278773388,11680
2020,2,A,골목상권,1000888,강남대로140길,HL,상권축소,117,49,502466880.0,38657,14,35890491.428571425,2761.214285714286,538087,1433,1832,13,62,451043579,11680
2020,2,A,골목상권,1000887,강남대로136길,LH,상권확장,104,55,16339326493.0,247969,91,179553038.3846154,2724.934065934066,423403,5070,1217,35,147,760165107,11680
2020,2,A,골목상권,1000886,강남대로118길,LL,다이나믹,91,44,3719025705.0,143330,93,39989523.70967742,1541.1827956989248,517384,218,1405,19,38,208152953,11680
2020,2,A,골목상권,1000885,서초중앙로8길,HL,상권축소,130,51,6147631956.0,292315,94,65400339.957446806,3109.7340425531916,755654,21671,2670,34,81,414943701,11650
2020,2,A,골목상권,1000884,방배중앙로21길,LL,다이나믹,101,50,8059896240.0,235663,92,87607567.82608695,2561.554347826087,530611,7153,2792,41,61,346172210,11650
2020,2,A,골목상권,1000883,효령로72길,LL,다이나믹,98,47,4643565295.0,296435,69,67298047.75362319,4296.159420289855,552646,3428,2201,17,73,446566036,11650
2020,2,A,골목상권,1000882,효령로34길,HH,정체,131,54,3951990447.0,171550,80,49399880.5875,2144.375,265791,1015,1550,24,86,430541483,11650
2020,2,A,골목상권,1000881,효령로31길,LL,다이나믹,97,50,5651395928.0,328243,101,55954415.12871287,3249.930693069307,359071,2710,1883,49,59,288727186,11650
2020,2,A,골목상권,1000880,효령로23길,HL,상권축소,117,50,4489874271.0,164475,40,112246856.775,4111.875,987263,1492,4680,116,54,276112793,11650
2020,2,A,골목상권,1000879,청두곶길,LL,다이나믹,98,50,1895289394.0,92123,104,18223936.480769232,885.7980769230769,1012941,1446,3837,80,61,341788290,11650
2020,2,A,골목상권,1000878,주흥길,LL,다이나믹,98,50,1483916745.0,107770,63,23554234.04761905,1710.6349206349207,1246447,164,3928,84,46,206286756,11650
2020,2,A,골목상권,1000877,주흥15길,LL,다이나믹,102,47,4654085217.0,162381,75,62054469.56,2165.08,732972,834,2741,61,46,223518911,11650
2020,2,A,골목상권,1000876,언남길,HL,상권축소,113,52,4113864278.0,174622,101,40731329.48514851,1728.930693069307,347723,1128,2027,41,50,246334151,11650
2020,2,A,골목상권,1000875,신반포로45길,HL,상권축소,114,53,9015803557.0,296638,104,86690418.8173077,2852.2884615384614,728493,1192,2532,32,60,292990735,11650
2020,2,A,골목상권,1000874,서초대로8길,HH,정체,120,78,15065149.0,982,5,3013029.8,196.4,396551,2598,163,55,63,574288329,11650
2020,2,A,골목상권,1000873,서초대로64길,HL,상권축소,117,52,4573413160.0,132905,31,147529456.77419356,4287.258064516129,585318,829,1800,13,65,381482090,11650
2020,2,A,골목상권,1000872,서초대로4길,LH,상권확장,107,54,4663715298.0,270354,102,45722699.0,2650.529411764706,579526,847,3385,91,58,362204374,11650
2020,2,A,골목상권,1000871,서초대로25길,HH,정체,122,58,17580175340.0,630117,170,103412796.11764705,3706.570588235294,351032,2073,1206,38,68,354615035,11650
2020,2,A,골목상권,1000870,서초대로23길,HH,정체,122,55,9265725956.0,489774,162,57195839.2345679,3023.296296296296,417757,2098,2266,51,57,336704193,11650
